打印行	 println
畜生	brute
降压	buck
桶	bucket
芽	bud
伙伴	buddy
预算	budget
错误	bug
建	build
建设者	builder
建造	building
灯泡	bulb
块	bulk
公牛	bull
束	bunch
负担	burden
燃烧	burning
爆	burst
公共汽车	bus
业务	business
商人	businessman
忙	busy
但	but
屠夫	butcher
屁股	butt
黄油	butter
蝴蝶	butterfly
钮	button
买主	buyer
出租车	cab
卷心菜	cabbage
客舱	cabin
自助餐馆	cafeteria
计算	calculation
计算器	calculator
呼叫	call
平静	calm
骆驼	camel
相机	camera
营	camp
运动	campaign
校园	campus
能够	can
候选人	candidate
糖果	candy
大炮	cannon
独木舟	canoe
食堂	canteen
帆布	canvas
帽	cap
能力	capability
能	capable
队长	captain
俘虏	captive
糖类	carbohydrate
碳	carbon
关怀	care
事业	career
小心	careful
小心	carefully
粗心	careless
货物	cargo
木匠	carpenter
马车	carriage
支架	carrier
胡萝卜	carrot
购物车	cart
动画片	cartoon
雕刻	carve
案件	case
现金	cash
赌场	casino
暗盒	cassette
城堡	castle
随便	casual
受害者	casualty
目录	catalog
抓	catch
类别	category
大教堂	cathedral
黄牛	cattle
停止	cease
天花板	ceiling
庆典	celebration
名人	celebrity
细胞	cell
地窖	cellar
墓地	cemetery
中央	center
摄氏	centigrade
厘米	centimetre
中央	central
中央	centre
世纪	century
某些	certain
肯定	certainty
椅子	chair
冠军	champion
冠军	championship
改变	changing
通道	channel
混乱	chaos
字符	character
特点	characteristic
表征	characterize
收费	charge
慈善机构	charity
魅力	charm
迷人	charming
宪章	charter
廉价	cheap
骗	cheat
查	check
脸颊	cheek
欢呼	cheer
快乐	cheerful
起司	cheese
厨师	chef
化学	chemical
化学家	chemist
化学	chemistry
查	cheque
樱桃	cherry
棋	chess
胸部	chest
咀嚼	chew
鸡	chicken
首席	chief
孩子	child
幼稚	childish
寒意	chill
下巴	chin
中国	china
芯片	chip
巧克力	chocolate
选择	choice
呛	choke
胆固醇	cholesterol
斩	chop
慢性	chronic
块	chunk
圈	circle
通知	circular
流通	circulate
环境	circumstance
引用	cite
国籍	citizenship
城市	city
公民	civic
国内	civil
平民	civilian
教化	civilize
要求	claim
澄清	clarify
钩	clasp
类	class
经典	classic
经典	classical
分类	classify
同学	classmate
课堂	classroom
清洁	clean
明确	clear
明确地	clearly
营业员	clerk
聪明	clever
点击	click
客户	client
悬崖	cliff
依偎	cling
诊所	clinic
临床	clinical
夹	clip
斗篷	cloak
时钟	clock
关闭	close
关闭	closed
密切	closely
接近	closer
最接近	closest
壁橱	closet
穿衣服	clothe
服装	clothing
俱乐部	club
笨拙	clumsy
簇	cluster
教练	coach
煤	coal
联盟	coalition
粗	coarse
滨	coast
沿海	coastal
可卡因	cocaine
咖啡	coffee
认知	cognitive
盘	coil
硬币	coin
合作	collaboration
领	collar
同事	colleague
收集	collect
集	collection
集体	collective
收藏家	collector
学院	college
碰撞	collision
陆军上校	colonel
殖民	colonial
殖民地	colony
华美	colorful
专栏作家	columnist
梳子	comb
战斗	combat
组合	combination
结合	combine
综合	combined
喜剧	comedy
自在	comfortable
未来	coming
指挥官	commander
广告	commercial
佣金	commission
专员	commissioner
承诺	commit
承诺	commitment
委员会	committee
商品	commodity
通用	common
常用	commonly
沟通	communicate
沟通	communication
共产主义	communism
共产	communist
可比	comparable
比较	comparative
强迫	compel
引人注目	compelling
赔偿金	compensation
胜任	competent
竞争	competition
竞争的	competitive
竞争者	competitor
编	compile
完成	complete
全然	completely
复	complex
复杂性	complexity
合规	compliance
复杂	complicate
复杂	complicated
执行	comply
零件	component
撰写	compose
组成	composition
复合	compound
全面	comprehensive
压缩	compress
妥协	compromise
计算机	computer
同志	comrade
隐藏	conceal
承认	concede
怀孕	conceive
浓度	concentration
概念	conception
忧虑	concern
关心	concerned
有关	concerning
音乐会	concert
断定	conclude
具体	concrete
凝结	condense
条件	condition
导体	conductor
会议	conference
自白书	confession
置信度	confidence
信心	confident
局限	confine
确认	confirm
面对	confront
对抗	confrontation
迷惑	confuse
混乱	confusion
祝贺	congratulation
国会	congressional
关联	conjunction
接	connect
良心	conscience
自觉	conscious
连续	consecutive
共识	consensus
后果	consequence
保守	conservative
可观	considerable
相当	considerably
周到	considerate
一贯	consistent
始终如一	consistently
阴谋	conspiracy
不变	constant
经常	constantly
宪法	constitution
构成	constitutional
约束	constraint
构造	construct
施工	construction
请教	consult
顾问	consultant
消费者	consumer
消费	consumption
含有	contain
集装箱	container
沉思	contemplate
现代的	contemporary
鄙视	contempt
抗衡	contend
竞赛	contest
上下文	context
持续	continual
持续	continued
继续	continuing
连续	continuous
承包商	contractor
相反	contrary
贡献	contribute
贡献	contribution
贡献者	contributor
争论的	controversial
争议	controversy
便利	convenient
常规	conventional
谈话	conversation
反过来	conversely
兑换	convert
传达	convey
囚犯	convict
信念	conviction
说服	convince
相信	convinced
厨师	cook
饼干	cookie
烹饪	cooking
冷静	cool
合作	cooperation
合作社	cooperative
协调	coordinate
协调员	coordinator
警察	cop
应付	cope
绳	cord
亲切	cordial
核心	core
玉米	corn
角落	corner
企业	corporate
正确	correct
更正	correction
正确地	correctly
关联	correlation
对应	correspond
通信者	correspondent
相应	corresponding
腐败	corruption
费用	cost
昂贵	costly
服装	costume
茅屋	cottage
棉花	cotton
卧榻	couch
可能	could
评议会	council
法律顾问	counsel
辅导服务	counseling
辅导员	counselor
算	count
计数器	counter
副本	counterpart
县	county
政变	coup
法庭	courtroom
表妹	cousin
覆盖范围	coverage
牛	cow
懦夫	coward
起重机	crane
崩溃	crash
爬行	crawl
疯	crazy
创建	create
创作	creation
创作的	creative
创造力	creativity
可信性	credibility
信贷	credit
爬行	creep
船员	crew
板球	cricket
刑事	criminal
削弱	cripple
危机	crisis
标准	criteria
评论家	critic
临界	critical
作物	crop
交	cross
乌鸦	crow
人群	crowd
挤	crowded
冠	crown
关键	crucial
原油	crude
残酷	cruel
巡航	cruise
粉碎	crush
痂	crust
立方体	cube
立方体	cubic
黄瓜	cucumber
球杆	cue
培育	cultivate
文化	cultural
狡猾	cunning
橱柜	cupboard
好奇	curious
卷曲	curl
货币	currency
当前	current
目前	currently
课程	curriculum
保管	custody
顾客	customer
可爱	cute
周期	cycle
爸	dad
日报	daily
乳制品	dairy
坝	dam
破坏	damage
该死的	damn
潮湿	damp
舞蹈	dance
舞蹈家	dancer
跳舞	dancing
危险	danger
危险	dangerous
敢	dare
大胆	daring
黑暗	dark
黑暗	darkness
亲爱的	darling
短跑	dash
数据	data
数据库	database
女儿	daughter
死	dead
最后期限	deadline
致命	deadly
合同	deal
零售商	dealer
亲爱	dear
辩论	debate
废墟	debris
登场	debut
十	decade
衰变	decay
骗局	deceit
像样	decent
下降	decline
减少	decrease
奉献	dedicate
契	deed
认为	deem
深	deep
深化	deepen
深	deeply
鹿	deer
败	defeat
保卫	defend
被告	defendant
辩护人	defender
防御	defense
防御性	defensive
赤字	deficit
确定	define
确定	definite
无疑	definitely
延迟	delay
代表团	delegation
删除	delete
故意	deliberately
精巧	delicate
美味	delicious
情趣	delight
交付	deliver
交货	delivery
需求	demand
民主	democracy
民主的	democratic
人口统计学	demographic
演示	demonstrate
示范	demonstration
拒绝	denial
密	dense
否认	deny
部门	department
依赖的	dependent
视	depending
描绘	depict
部署	deploy
存款	deposit
压抑	depress
郁闷	depressed
萧条	depression
副	deputy
派生	derive
降	descend
描述	describe
描述	description
值得	deserve
设计师	designer
合意	desirable
欲望	desire
办公桌	desk
绝望	despair
殊死	desperate
拼命	desperately
鄙视	despise
尽管	despite
甜点	dessert
毁坏	destruction
详细	detailed
检测	detect
发现	detection
侦探	detective
确定	determine
破坏性的	devastating
开发人员	developer
发展	developing
发展的	developmental
设备	device
魔鬼	devil
设计	devise
露	dew
糖尿病	diabetes
诊断	diagnose
诊断	diagnosis
图	diagram
表盘	dial
对话	dialog
对话	dialogue
直径	diameter
日记	diary
主宰	dictate
听写	dictation
词典	dictionary
饮食	diet
不同	differ
差异	difference
不同	different
不同	differently
难	difficult
数字	digital
尊严	dignity
困境	dilemma
勤奋	diligent
暗淡	dim
减少	diminish
餐饮	dining
晚餐	dinner
倾角	dip
外交官	diplomat
外交	diplomatic
直接	direct
直	directly
导向器	director
脏	dirty
失能	disability
关闭	disable
残	disabled
坏处	disadvantage
不同意	disagree
辜负	disappoint
失望	disappointed
失望	disappointment
放	discharge
泄露	disclose
折扣	discount
阻碍	discourage
演讲	discourse
发现	discovery
区别	discrimination
伪装	disguise
厌恶	disgust
菜	dish
羞辱	dishonour
解雇	dismiss
紊乱	disorder
得罪	displease
处置	disposal
部署	dispose
争议	dispute
不满足	dissatisfy
解散	dissolve
遥远	distant
不同	distinct
分别	distinction
独特	distinctive
区分	distinguish
转移	distract
苦难	distress
烦扰的	disturbing
多种	diverse
多样	diversity
神圣	divine
联赛	division
码头	dock
教义	doctrine
记录片	documentary
娃娃	doll
域	domain
国内	domestic
优势	dominant
主宰	dominate
捐赠	donate
捐款	donation
驴	donkey
捐赠者	donor
门口	doorway
宿舍	dorm
宿舍	dormitory
双	double
疑问	doubt
疑	doubtful
毫无疑问，	doubtless
生面团	dough
向下	down
市中心	downtown
向下	downward
打	dozen
草案	draft
龙	dragon
排水	drain
剧	drama
戏剧性	dramatic
显着	dramatically
平局	draw
抽屉	drawer
画画	drawing
恐惧	dread
